Article Name,Text
article-12989.xml,"
		A Premier League superstar was mobbed by fans after he had a 6 inch haircut at an ordinary barbers in a terraced row of shops.
Newcastle United hitman Papiss Cisse has scored 10 goals in nine games since he signed from the German Bundesliga, and has fired the Geordies to the verge of European competition next season.
But the 7.5m man, believed to earn at least 40,000 a week, has not got too big for his boots since arriving in the North East.
Rather than use a sparkling salon, he visited The Barber Shop in Felling, Gateshead, which is run by Iyad Attallah, and parked his white Audi sports car, which has his named monogrammed on the wings, outside.
Rather than have the blinds closed and have a quiet cut in peace, the 26-year-old Senegal striker was happy for the shop to remain open.
By the time the trim was complete, about 50 young fans had got word of the star striker's presence and when he left they mobbed him for pictures and autographs, shouting ""We love you Cisse.""
The commotion was caught on mobile phones and fans posted the pictures on YouTube.
When manager Alan Pardew was asked about the reaction the player caused, he said: ""That sounds like the North East. I have never had it myself - only one or two turn up when I get my hair cut. Papiss has grown into a bit of a cult figure here in terms of what he has done and the way he has conducted himself.
"
article-13092.xml,"South Korea has asked China whether it is the source of a sophisticated missile carrier displayed by North Korea during a military parade last weekend, a Seoul official said Friday.
Military experts have pointed to China as the probable supplier of the 16-wheel truck, but China has denied it. U.N. Security Council resolutions ban countries from supplying arms-related materials to North Korea.
North Korea used the vehicle to unveil a new long-range missile during Sunday's celebrations marking the centennial of the birth of its late founder, Kim Il Sung. Two days earlier, North Korea launched a long-range rocket but said it failed to put a satellite in orbit.
Seoul was checking whether China, North Korea's only major ally, was the missile carrier provider, a South Korean Foreign Ministry official said, speaking on condition of anonymity, citing the diplomatic sensitivity of the issue.
On Thursday, China denied any wrongdoing in connection with the vehicle's appearance at the North Korean parade. Foreign Ministry spokesman Liu Weimin told a regular news conference that China is against the spread of weapons of mass destruction and carriers for such weapons.
U.S. State Department spokesman Mark Toner said in a briefing that China has repeatedly said it's complying fully with U.N. Security Council resolutions sanctioning North Korea. But Toner said he wasn't aware whether China had given assurances on the missile carrier.
The carrier, also believed capable of launching missiles, was the biggest yet displayed by North Korea and gives the country the ability to transport long-range missiles around its territory, making them harder to locate and destroy.
"
article-13218.xml,"Support group One in Four says that new allegations surrounding the role of Cardinal Sean Brady in the Brendan Smyth affair require an explanation from the Cardinal.
A BBC documentary last night claimed that information was given to an investigating team of clerics - including Cardinal Brady - in 1975 about other children who were being abused at the time but was not passed on.
In a statement released before the programme aired last night a spokesman for the Cardinal said the then-Father Brady was a notetaker for the inquiry.
He added that it was not his responsibility to inform the civil authorities.
Darragh McIntyre was the journalist behind the documentary last night. He told Breakfast here on Newstalk he made contact with the other children who were named in the internal inquiry as victims of Brendan Smyth."
article-13231.xml,"
		Rhys Owen Jones, 21, and Keri Mules, 20, appeared before magistrates in 
Brisbane today and pleaded guilty to trespassing, stealing and keeping a 
protected animal, Australia’s Department of Justice said.
The two friends from south Wales were arrested after breaking into Sea World 
on Queensland’s Gold Coast during an alcohol-fuelled escapade on April 14.
They also swam with dolphins and let off a fire extinguisher in a shark 
enclosure, according to AAP news agency.
Jones, reported to be a former British Royal Marine and Mules, reported to be 
a bricklayer, were in Australia on a working holiday visa when the incident 
took place.
They snuck into the animal park along with Australian James Vasilj, 18, after 
drinking 1.5 litres of vodka between them at a beach party, AAP said.
The two Welshmen then snatched a fairy penguin called Dirk from an aquarium 
before waking up with the flightless bird in their apartment the following 
day.
The friends’ lawyer Bill Potts told Southport Magistrates’ court they meant no 
harm to the animal and tried to care for it by feeding it and putting it in 
the shower when they woke up with hangovers.
Jones and Mules took photo and video footage of the animal before releasing it 
into a canal, but were arrested after a friend saw updates they had posted 
about their antics on Facebook and reported them to police.
The seven-year-old bird was later spotted by a member of the public, rescued 
unharmed and returned to Sea World before it was reunited with girlfriend 
Peaches.
Mr Potts told magistrate Brian Kucks that the tourists’ actions were immature 
and stupid, but there was no malice involved, according to reports.
The court also heard how the Britons had written a letter of apology to Sea 
World and the Australian public and deeply regretted their actions.
Mr Kucks accepted an appeal not to record convictions against the pair and 
fined them 1000 Australian dollars each.
AAP quoted him saying: “You could have found yourselves in a morgue if you’d 
gone into the wrong enclosure. Perhaps next time you are at a party you will 
consider drinking a little less vodka.""
Following the hearing Mr Potts told reporters: “The boys understand they did 
something stupid. They are just pleased that in the end no penguin was 
harmed.""
Vasilj, who is facing a single charge of trespassing, had his case adjourned 
to June 27.
"
article-13245.xml,"Egyptian police have said that five protesters were killed when they were attacked by an armed group near the Defense Ministry building in Cairo.
The statement said that early this morning, the armed group attacked the demonstrators who have for days been staging their protest against the military government.
Many protesters are supporters of an ultraconservative Islamist candidate in elections, whose candidature was expelled from the election race when it was discovered that his mother held dual Egyptian-U.S. citizenship.  Police said that the attack on Wednesday wounded at least 50 protesters, and that the attackers ""used stones, sticks and Molotov cocktails"".
"
article-13267.xml,"
		Fabrice Muamba will attend the Barclays Premier League match between Bolton and Tottenham at the Reebok Stadium.
It will mark the first time the Wanderers midfielder has attended a game since he suffered a cardiac arrest in an FA Cup tie between Bolton and Spurs at White Hart Lane on March 17.
Bolton manager Owen Coyle said: ""We are absolutely delighted that we will be able to welcome Fabrice and his family back to the Reebok, and we are all looking forward to seeing him.""
He added: ""It's fitting that the match is between these two clubs and that Fabrice is able to come along.
""I know Fabrice is very keen to show his appreciation to both sets of fans for their support.""
The 24-year-old, whose heart stopped beating for 78 minutes following his collapse, spent a month at the London Chest Hospital before being discharged on April 16.
The speed of Muamba's recovery amazed medical professionals.
He started talking two days after his collapse and began walking just over a fortnight later, although it is not yet known if he will play professional football again.
Since his discharge the midfielder has continued his rehabilitation at home and on Saturday the former England Under-21 midfielder took to his Twitter account for the first time since the incident.
In his message he thanked people for their ""prayers, love and support'' and wished his team-mates well ahead of their match at Sunderland, which they drew 2-2."
article-13494.xml,"Pre-election violence has erupted in the Egyptian capital, Cairo, killing at least 11 people, wounding more than 100 others, and prompting several presidential candidates to suspend their campaigns. Egyptian medical and security sources confirmed the death toll in Wednesday's fighting, which began at dawn when assailants raided a protest camp occupied by hundreds of activists opposed to the military-backed government. Protesters' demands The mostly Islamist protesters had been camping near the Egyptian defense ministry in Cairo's Abbassiya district since Saturday, demanding an immediate end to military rule in Egypt. The protesters fought back against the assailants, described by some witnesses as pro-government ""thugs."" The rival groups attacked each other with firebombs and stones. Gunfire also was heard at the scene.  
Mohamed Mursi of the Muslim Brotherhood announced a two-day suspension in solidarity with the victims. The Brotherhood also declared a boycott of a meeting with Egypt's ruling military council planned for later on Wednesday. The other leading Islamist candidate, Abdel Moneim Abol Fotouh, cancelled his next campaign events in protest at how authorities handled the Cairo street battles. Egypt's presidential election will be the first since a popular uprising ousted longtime autocratic leader Hosni Mubarak in February 2011. The military council that took over from Mubarak has promised a democratic transition and a transfer of power to an elected president by July 1. But, Egypt's generals have faced strong domestic criticism for their handling of that process, which has been plagued by periodic eruptions of deadly violence, often surrounding anti-government protests in major cities. Many of the protesters camped outside the Egyptian defense ministry are Islamists who were angered by the ruling military's decision to bar ultraconservative Islamist cleric Hazem Abu Ismail from standing in the presidential contest. Egypt's election commission disqualified Abu Ismail because his mother had taken joint U.S. citizenship. Some liberal pro-democracy activists had joined the Islamists at the encampment in calling for Egypt's ruling generals to step down immediately.
"
article-13596.xml,"
		Standard abd Poor's has raised Greece's credit rating.
It is now no longer in default territory, but remains firmly in the junk category with a CCC rating.
The upgrade was expected after Athens slashed its debt by about a third with a massive sovereign debt restructuring.
But SandP is still warning that a deep recession, unpredictable elections and anti-austerity anger threaten Greece's efforts to put its finances back on track.
""While the exchange has, in our view, alleviated near-term funding pressures, Greece's sovereign debt burden remains high,"" S&;P said in a statement, adding that it expected the debt to stay as high as 160-170 percent of GDP in the next three years.
S&;P assigned Greece's rating a stable outlook, indicating it was not planning to change the rating again soon, but it warned that risks remained.
""The ratings could be lowered if we believe that there is a likelihood of a distressed exchange on Greece's remaining stock of commercial debt,"" it said.
Fitch assigned Greece a slightly higher B-rating in mid-March, becoming the first major rating agency to upgrade Athens' rating after the swap cut its debt by about 100 billion euros.
Moody's is the only one of the three major rating agencies to have kept its Greek rating unchanged at the lowest level. It has said it would revise the rating ""in due course"" and that any upgrade would likely be small.
"
article-13886.xml,"Gunfire rang out in Mali's capital Bamako on Wednesday in the third day of clashes between the military junta and soldiers loyal to the ousted president, forcing residents to flee.
A Malian security source told Reuters the junta's troops were asking people to leave their buildings as they searched for loyalist fighters, including suspected foreign mercenaries, who had mounted a counter-coup attempt.
""We're looking for red berets,"" yelled one junta soldier, before firing his rifle into the air.
Shooting was also heard from the direction of the state broadcaster building, scene of some of the heaviest fighting since Monday but which has remained under the junta's control.
""The evacuation is meant to help the work of the soldiers who are in the process of sweeping the city in search of mercenaries that have infiltrated the population,"" the security source said, asking not to be named.
A Reuters witness said firing also broke out in downtown Bamako, where administrative buildings were being evacuated and residents were fleeing on foot and by car.
Members of the red beret presidential guard unit attacked important sites in and around Bamako late on Monday in an apparent attempt to unseat the military junta that has been in power since a coup on March 22.
Residents said heavy and automatic weapons fire was heard coming from the red berets training camp in the Sebenicoro neighbourhood, west of Bamako, after a column of junta tanks and armored cars moved to seize the camp.
""We hear gunfire everywhere, I have just heard heavy weapons. They carrying out a mopping-up operation in the last pocket of the red berets resistance,"" said a resident of the neighbourhood."
article-14155.xml,"
As part of an operation involving the Garda National Drugs Unit, Gardai from the Kilkenny Division and Regional Support Units a search was carried out at double warehouse in Kildalton, Piltown, Co. Kilkenny, this evening.
During the search two Cannabis grow houses were discovered.
Cannabis plants at various stages of growth and Herbal Cannabis with a combined estimated street value of €3 million (subject to analysis) have been seized.
Three males aged in their 30s were arrested at the scene and are currently detained under Section 2 of the Criminal Justice (Drug Trafficking) Act, 1996, at Thomastown and Kilkenny Garda Stations.
"
